Account,AccountDesc,TransDesc,Debit,Credit,Period,JnlNo,JnlDesc,Amount,JnlPrep,JnlAuth,JnlDateTime
00-20-2008,Inventory-Misc. Costs,426,6807.94,0.00,2019-1,11,,6807.94,ID03,CH20,30/01/2019 13:42
00-20-2009,Inventory-Misc. Costs,426,0.00,6807.94,2019-1,11,,-6807.94,ID03,CH20,30/01/2019 13:42
00-20-2011,Inventory Adjustment,512,0.00,1018.67,2019-3,110,,-1018.67,CH20,AS13,31/03/2019 14:01
00-80-8027,Other Stock Costs,ZZZ,1018.67,0.00,2019-3,110,,1018.67,CH20,AS13,31/03/2019 14:01
00-20-2011,Inventory Adjustment,509,0.00,1485.54,2019-3,110,,-1485.54,CH20,AS13,31/03/2019 14:01
00-80-8027,Other Stock Costs,ZZZ,1485.54,0.00,2019-3,110,,1485.54,CH20,AS13,31/03/2019 14:01
00-20-2011,Inventory Adjustment,515,0.00,5617.71,2019-3,110,,-5617.71,CH20,AS13,31/03/2019 14:01
00-80-8027,Other Stock Costs,ZZZ,5617.71,0.00,2019-3,110,,5617.71,CH20,AS13,31/03/2019 14:01
00-20-2011,Inventory Adjustment,506,0.00,11956.97,2019-3,110,,-11956.97,CH20,AS13,31/03/2019 14:01
00-80-8027,Other Stock Costs,ZZZ,11956.97,0.00,2019-3,110,,11956.97,CH20,AS13,31/03/2019 14:01
00-20-2011,Inventory Adjustment,497,0.00,17146.35,2019-3,110,,-17146.35,CH20,AS13,31/03/2019 14:01
00-80-8027,Other Stock Costs,ZZZ,17146.35,0.00,2019-3,110,,17146.35,CH20,AS13,31/03/2019 14:01
00-20-2011,Inventory Adjustment,510,1159.58,0.00,2019-3,111,,1159.58,DF18,TC01,31/03/2019 12:29
00-80-8027,Other Stock Costs,ZZZ,0.00,1159.58,2019-3,111,,-1159.58,DF18,TC01,31/03/2019 12:29
00-20-2011,Inventory Adjustment,507,1350.47,0.00,2019-3,111,,1350.47,DF18,TC01,31/03/2019 12:29
00-80-8027,Other Stock Costs,ZZZ,0.00,1350.47,2019-3,111,,-1350.47,DF18,TC01,31/03/2019 12:29
00-20-2011,Inventory Adjustment,513,5326.22,0.00,2019-3,111,,5326.22,DF18,TC01,31/03/2019 12:29
00-80-8027,Other Stock Costs,ZZZ,0.00,5326.22,2019-3,111,,-5326.22,DF18,TC01,31/03/2019 12:29
00-20-2011,Inventory Adjustment,500,7722.14,0.00,2019-3,111,,7722.14,DF18,TC01,31/03/2019 12:29
00-80-8027,Other Stock Costs,ZZZ,0.00,7722.14,2019-3,111,,-7722.14,DF18,TC01,31/03/2019 12:29
00-20-2011,Inventory Adjustment,504,12077.52,0.00,2019-3,111,,12077.52,DF18,TC01,31/03/2019 12:29
00-80-8027,Other Stock Costs,ZZZ,0.00,12077.52,2019-3,111,,-12077.52,DF18,TC01,31/03/2019 12:29
00-20-2011,Inventory Adjustment,495,17004.43,0.00,2019-3,111,,17004.43,DF18,TC01,31/03/2019 12:29
00-80-8027,Other Stock Costs,ZZZ,0.00,17004.43,2019-3,111,,-17004.43,DF18,TC01,31/03/2019 12:29
00-80-8034,Forex Pending,302,0.00,12.43,2019-3,112,,-12.43,AC04,AM04,31/03/2019 18:44
00-70-7022,Forex - Realised Diff,302,12.43,0.00,2019-3,112,,12.43,AC04,AM04,31/03/2019 18:44
00-70-7022,Forex - Realised Diff,1205,0.00,12.43,2019-3,112,,-12.43,AC04,AM04,31/03/2019 18:44
00-70-7023,Forex - Realised Diff,1221,0.00,12.43,2019-3,112,,-12.43,AC04,AM04,31/03/2019 18:44
00-80-8034,Forex Pending,1205,12.43,0.00,2019-3,112,,12.43,AC04,AM04,31/03/2019 18:44
00-80-8034,Forex Pending,1221,12.43,0.00,2019-3,112,,12.43,AC04,AM04,31/03/2019 18:44
00-80-8034,Forex Pending,853,0.00,13.70,2019-3,112,,-13.70,AC04,AM04,31/03/2019 18:44
00-70-7022,Forex - Realised Diff,853,13.70,0.00,2019-3,112,,13.70,AC04,AM04,31/03/2019 18:44
00-80-8040,Forex Holding Account,123,15.58,0.00,2019-3,112,,15.58,AC04,AM04,31/03/2019 18:44
00-70-7022,Forex - Realised Diff,123,0.00,15.58,2019-3,112,,-15.58,AC04,AM04,31/03/2019 18:44
00-80-8039,Forex Holding Account,447,0.00,249.26,2019-3,112,,-249.26,AC04,AM04,31/03/2019 18:44
00-70-7022,Forex - Realised Diff,447,249.26,0.00,2019-3,112,,249.26,AC04,AM04,31/03/2019 18:44
00-80-8036,Forex Holding Account,1208,0.00,845.62,2019-3,112,,-845.62,AC04,AM04,31/03/2019 18:44
00-70-7023,Forex - Realised Diff,1208,845.62,0.00,2019-3,112,,845.62,AC04,AM04,31/03/2019 18:44
00-80-8037,Forex Holding Account,849,0.00,2538.25,2019-3,112,,-2538.25,AC04,AM04,31/03/2019 18:44
00-70-7022,Forex - Realised Diff,849,2538.25,0.00,2019-3,112,,2538.25,AC04,AM04,31/03/2019 18:44
00-80-8038,Forex Holding Account,301,0.00,2994.49,2019-3,112,,-2994.49,AC04,AM04,31/03/2019 18:44
00-70-7022,Forex - Realised Diff,301,2994.49,0.00,2019-3,112,,2994.49,AC04,AM04,31/03/2019 18:44
00-80-8035,Forex Holding Account,1204,0.00,7694.98,2019-3,112,,-7694.98,AC04,AM04,31/03/2019 18:44
00-70-7022,Forex - Realised Diff,1204,7694.98,0.00,2019-3,112,,7694.98,AC04,AM04,31/03/2019 18:44
00-80-8033,Provision for Sales Schemes,ZZX,0.00,281028.20,2019-3,113,Reversed By Jnl 2019-7 Journal No. 291,-281028.20,AM04,AS13,31/03/2019 14:57
00-10-1002,Provisions - Trade Sales,XXX,281028.20,0.00,2019-3,113,Reversed By Jnl 2019-7 Journal No. 291,281028.20,AM04,AS13,31/03/2019 14:57
00-80-8033,Provision for Sales Schemes,ZZX,0.00,328166.87,2019-3,113,Reversed By Jnl 2019-7 Journal No. 291,-328166.87,AM04,AS13,31/03/2019 14:57
00-10-1001,Trade Sale Recycle Scheme,ZZZ,328166.87,0.00,2019-3,113,Reversed By Jnl 2019-7 Journal No. 291,328166.87,AM04,AS13,31/03/2019 14:57
00-20-2011,Inventory Adjustment,510,945.54,0.00,2019-3,114,,945.54,HV09,CH20,31/03/2019 14:45
00-80-8027,Other Stock Costs,ZZZ,0.00,945.54,2019-3,114,,-945.54,HV09,CH20,31/03/2019 14:45
00-20-2011,Inventory Adjustment,507,1569.93,0.00,2019-3,114,,1569.93,HV09,CH20,31/03/2019 14:45
00-80-8027,Other Stock Costs,ZZZ,0.00,1569.93,2019-3,114,,-1569.93,HV09,CH20,31/03/2019 14:45
00-20-2011,Inventory Adjustment,513,5574.58,0.00,2019-3,114,,5574.58,HV09,CH20,31/03/2019 14:45
00-80-8027,Other Stock Costs,ZZZ,0.00,5574.58,2019-3,114,,-5574.58,HV09,CH20,31/03/2019 14:45
00-20-2011,Inventory Adjustment,500,7924.15,0.00,2019-3,114,,7924.15,HV09,CH20,31/03/2019 14:45
00-80-8027,Other Stock Costs,ZZZ,0.00,7924.15,2019-3,114,,-7924.15,HV09,CH20,31/03/2019 14:45
00-20-2011,Inventory Adjustment,504,12182.93,0.00,2019-3,114,,12182.93,HV09,CH20,31/03/2019 14:45
00-80-8027,Other Stock Costs,ZZZ,0.00,12182.93,2019-3,114,,-12182.93,HV09,CH20,31/03/2019 14:45
00-20-2011,Inventory Adjustment,495,17148.53,0.00,2019-3,114,,17148.53,HV09,CH20,31/03/2019 14:45
00-80-8027,Other Stock Costs,ZZZ,0.00,17148.53,2019-3,114,,-17148.53,HV09,CH20,31/03/2019 14:45
00-80-8027,Other Stock Costs,ZZZ,0.00,2914.01,2019-3,115,,-2914.01,AM04,AS13,31/03/2019 11:50
00-20-2011,Inventory Adjustment,624,2914.01,0.00,2019-3,115,,2914.01,AM04,AS13,31/03/2019 11:50
00-80-8027,Other Stock Costs,ZZZ,3052.94,0.00,2019-3,115,,3052.94,AM04,AS13,31/03/2019 11:50
00-20-2011,Inventory Adjustment,622,0.00,3052.94,2019-3,115,,-3052.94,AM04,AS13,31/03/2019 11:50
00-20-2011,Inventory Adjustment,626,6804.22,0.00,2019-3,115,,6804.22,AM04,AS13,31/03/2019 11:50
00-80-8027,Other Stock Costs,ZZZ,0.00,6804.22,2019-3,115,,-6804.22,AM04,AS13,31/03/2019 11:50
00-70-7026,Bank Fees,168,16.67,0.00,2019-3,116,,16.67,GL06,SP18,31/03/2019 11:55
00-80-8041,Cash Account,CVCVCV,443.80,0.00,2019-3,116,,443.80,GL06,SP18,31/03/2019 11:55
00-80-8048,Expenses Control Account,168,0.00,460.47,2019-3,116,,-460.47,GL06,SP18,31/03/2019 11:55
00-20-2008,Inventory-Misc. Costs,426,3427.79,0.00,2019-3,117,,3427.79,AS13,AM04,31/03/2019 10:37
00-20-2009,Inventory-Misc. Costs,426,0.00,3427.79,2019-3,117,,-3427.79,AS13,AM04,31/03/2019 10:37
00-20-2003,CoS-Inventory,890,0.00,10530.12,2019-3,117,,-10530.12,AS13,AM04,31/03/2019 10:37
00-20-2009,Inventory-Misc. Costs,890,10530.12,0.00,2019-3,117,,10530.12,AS13,AM04,31/03/2019 10:37
00-20-2004,Provision for Obselete Inventory,1214,0.00,146687.51,2019-3,118,Reversed By Jnl 2019-5 Journal No. 371,-146687.51,ID03,AM04,31/03/2019 11:17
00-80-8028,Provisions - Stock Write-downs,XZX,146687.51,0.00,2019-3,118,Reversed By Jnl 2019-5 Journal No. 371,146687.51,ID03,AM04,31/03/2019 11:17
00-80-8033,Provision for Sales Schemes,ZZX,0.00,6594.18,2019-3,119,Reversed By Jnl 2019-5 Journal No. 372,-6594.18,GL06,AS13,31/03/2019 07:30
00-10-1002,Provisions - Trade Sales,XXX,6594.18,0.00,2019-3,119,Reversed By Jnl 2019-5 Journal No. 372,6594.18,GL06,AS13,31/03/2019 07:30
00-80-8033,Provision for Sales Schemes,ZZX,0.00,386434.02,2019-3,119,Reversed By Jnl 2019-5 Journal No. 372,-386434.02,GL06,AS13,31/03/2019 07:30
00-10-1001,Trade Sale Recycle Scheme,ZZZ,386434.02,0.00,2019-3,119,Reversed By Jnl 2019-5 Journal No. 372,386434.02,GL06,AS13,31/03/2019 07:30
00-40-4014,Additional Shipping Costs,672,4597.77,0.00,2019-1,12,,4597.77,DF18,AS13,30/01/2019 09:09
00-20-2009,Inventory-Misc. Costs,672,0.00,4597.77,2019-1,12,,-4597.77,DF18,AS13,30/01/2019 09:09
00-20-2011,Inventory Adjustment,510,940.44,0.00,2019-3,120,,940.44,HV09,SD19,31/03/2019 13:57
00-80-8027,Other Stock Costs,ZZZ,0.00,940.44,2019-3,120,,-940.44,HV09,SD19,31/03/2019 13:57
00-20-2011,Inventory Adjustment,507,1402.55,0.00,2019-3,120,,1402.55,HV09,SD19,31/03/2019 13:57
00-80-8027,Other Stock Costs,ZZZ,0.00,1402.55,2019-3,120,,-1402.55,HV09,SD19,31/03/2019 13:57
00-20-2011,Inventory Adjustment,513,5514.81,0.00,2019-3,120,,5514.81,HV09,SD19,31/03/2019 13:57
00-80-8027,Other Stock Costs,ZZZ,0.00,5514.81,2019-3,120,,-5514.81,HV09,SD19,31/03/2019 13:57
00-20-2011,Inventory Adjustment,500,7681.49,0.00,2019-3,120,,7681.49,HV09,SD19,31/03/2019 13:57
00-80-8027,Other Stock Costs,ZZZ,0.00,7681.49,2019-3,120,,-7681.49,HV09,SD19,31/03/2019 13:57
00-20-2011,Inventory Adjustment,504,12147.47,0.00,2019-3,120,,12147.47,HV09,SD19,31/03/2019 13:57
00-80-8027,Other Stock Costs,ZZZ,0.00,12147.47,2019-3,120,,-12147.47,HV09,SD19,31/03/2019 13:57
00-20-2011,Inventory Adjustment,495,17121.33,0.00,2019-3,120,,17121.33,HV09,SD19,31/03/2019 13:57
00-80-8027,Other Stock Costs,ZZZ,0.00,17121.33,2019-3,120,,-17121.33,HV09,SD19,31/03/2019 13:57
00-40-4014,Additional Shipping Costs,672,4601.33,0.00,2019-3,121,,4601.33,CH20,AS13,31/03/2019 15:35
00-20-2009,Inventory-Misc. Costs,672,0.00,4601.33,2019-3,121,,-4601.33,CH20,AS13,31/03/2019 15:35
00-20-2011,Inventory Adjustment,510,974.11,0.00,2019-3,122,,974.11,AH12,AM04,31/03/2019 08:57
00-80-8027,Other Stock Costs,ZZZ,0.00,974.11,2019-3,122,,-974.11,AH12,AM04,31/03/2019 08:57
00-20-2011,Inventory Adjustment,507,1275.72,0.00,2019-3,122,,1275.72,AH12,AM04,31/03/2019 08:57
00-80-8027,Other Stock Costs,ZZZ,0.00,1275.72,2019-3,122,,-1275.72,AH12,AM04,31/03/2019 08:57
00-20-2011,Inventory Adjustment,513,5412.57,0.00,2019-3,122,,5412.57,AH12,AM04,31/03/2019 08:57
00-80-8027,Other Stock Costs,ZZZ,0.00,5412.57,2019-3,122,,-5412.57,AH12,AM04,31/03/2019 08:57
00-20-2011,Inventory Adjustment,500,7647.79,0.00,2019-3,122,,7647.79,AH12,AM04,31/03/2019 08:57
00-80-8027,Other Stock Costs,ZZZ,0.00,7647.79,2019-3,122,,-7647.79,AH12,AM04,31/03/2019 08:57
00-20-2011,Inventory Adjustment,504,12053.89,0.00,2019-3,122,,12053.89,AH12,AM04,31/03/2019 08:57
00-80-8027,Other Stock Costs,ZZZ,0.00,12053.89,2019-3,122,,-12053.89,AH12,AM04,31/03/2019 08:57
00-20-2011,Inventory Adjustment,495,16909.42,0.00,2019-3,122,,16909.42,AH12,AM04,31/03/2019 08:57
00-80-8027,Other Stock Costs,ZZZ,0.00,16909.42,2019-3,122,,-16909.42,AH12,AM04,31/03/2019 08:57
00-80-8037,Forex Holding Account,848,0.00,245510.02,2019-3,123,Reversed By Jnl 2019-9 Journal No. 438,-245510.02,GL06,CH20,31/03/2019 09:59
00-80-8034,Forex Pending,XXXX,245510.02,0.00,2019-3,123,Reversed By Jnl 2019-9 Journal No. 438,245510.02,GL06,CH20,31/03/2019 09:59
00-80-8035,Forex Holding Account,1206,0.00,786862.47,2019-3,123,Reversed By Jnl 2019-9 Journal No. 438,-786862.47,GL06,CH20,31/03/2019 09:59
00-80-8034,Forex Pending,XXXX,786862.47,0.00,2019-3,123,Reversed By Jnl 2019-9 Journal No. 438,786862.47,GL06,CH20,31/03/2019 09:59
00-70-7026,Bank Fees,172,16.04,0.00,2019-3,124,,16.04,GL06,CH20,31/03/2019 19:13
00-80-8041,Cash Account,CVCVCV,438.08,0.00,2019-3,124,,438.08,GL06,CH20,31/03/2019 19:13
00-80-8048,Expenses Control Account,172,0.00,454.12,2019-3,124,,-454.12,GL06,CH20,31/03/2019 19:13
00-80-8034,Forex Pending,302,0.00,2.62,2019-3,125,,-2.62,DF18,TC01,31/03/2019 16:20
00-70-7022,Forex - Realised Diff,302,2.62,0.00,2019-3,125,,2.62,DF18,TC01,31/03/2019 16:20
00-70-7022,Forex - Realised Diff,1205,0.00,2.62,2019-3,125,,-2.62,DF18,TC01,31/03/2019 16:20
00-70-7023,Forex - Realised Diff,1221,0.00,2.62,2019-3,125,,-2.62,DF18,TC01,31/03/2019 16:20
00-80-8034,Forex Pending,1205,2.62,0.00,2019-3,125,,2.62,DF18,TC01,31/03/2019 16:20
00-80-8034,Forex Pending,1221,2.62,0.00,2019-3,125,,2.62,DF18,TC01,31/03/2019 16:20
00-80-8034,Forex Pending,853,0.00,9.94,2019-3,125,,-9.94,DF18,TC01,31/03/2019 16:20
00-70-7022,Forex - Realised Diff,853,9.94,0.00,2019-3,125,,9.94,DF18,TC01,31/03/2019 16:20
00-80-8040,Forex Holding Account,123,18.28,0.00,2019-3,125,,18.28,DF18,TC01,31/03/2019 16:20
00-70-7022,Forex - Realised Diff,123,0.00,18.28,2019-3,125,,-18.28,DF18,TC01,31/03/2019 16:20
00-80-8039,Forex Holding Account,447,0.00,266.19,2019-3,125,,-266.19,DF18,TC01,31/03/2019 16:20
00-70-7022,Forex - Realised Diff,447,266.19,0.00,2019-3,125,,266.19,DF18,TC01,31/03/2019 16:20
00-80-8036,Forex Holding Account,1208,0.00,823.22,2019-3,125,,-823.22,DF18,TC01,31/03/2019 16:20
00-70-7023,Forex - Realised Diff,1208,823.22,0.00,2019-3,125,,823.22,DF18,TC01,31/03/2019 16:20
00-80-8037,Forex Holding Account,849,0.00,2550.95,2019-3,125,,-2550.95,DF18,TC01,31/03/2019 16:20
00-70-7022,Forex - Realised Diff,849,2550.95,0.00,2019-3,125,,2550.95,DF18,TC01,31/03/2019 16:20
00-80-8038,Forex Holding Account,301,0.00,2984.07,2019-3,125,,-2984.07,DF18,TC01,31/03/2019 16:20
00-70-7022,Forex - Realised Diff,301,2984.07,0.00,2019-3,125,,2984.07,DF18,TC01,31/03/2019 16:20
00-80-8035,Forex Holding Account,1204,0.00,7715.44,2019-3,125,,-7715.44,DF18,TC01,31/03/2019 16:20
00-70-7022,Forex - Realised Diff,1204,7715.44,0.00,2019-3,125,,7715.44,DF18,TC01,31/03/2019 16:20
00-80-8037,Forex Holding Account,848,0.00,338757.35,2019-3,126,Reversed By Jnl 2019-4 Journal No. 487,-338757.35,HV09,AM04,31/03/2019 09:22
00-80-8034,Forex Pending,XXXX,338757.35,0.00,2019-3,126,Reversed By Jnl 2019-4 Journal No. 487,338757.35,HV09,AM04,31/03/2019 09:22
00-80-8035,Forex Holding Account,1206,0.00,799560.47,2019-3,126,Reversed By Jnl 2019-4 Journal No. 487,-799560.47,HV09,AM04,31/03/2019 09:22
00-80-8034,Forex Pending,XXXX,799560.47,0.00,2019-3,126,Reversed By Jnl 2019-4 Journal No. 487,799560.47,HV09,AM04,31/03/2019 09:22
00-80-8049,Accruals,XX123XX999,0.00,13920.14,2019-3,127,Reversed By Jnl 2019-7 Journal No. 498,-13920.14,CH20,TC01,31/03/2019 16:45
00-80-8029,Goods In Transit,ZZZ,13920.14,0.00,2019-3,127,Reversed By Jnl 2019-7 Journal No. 498,13920.14,CH20,TC01,31/03/2019 16:45
00-80-8049,Accruals,XX123XX999,0.00,107756.97,2019-3,127,Reversed By Jnl 2019-7 Journal No. 498,-107756.97,CH20,TC01,31/03/2019 16:45
00-80-8029,Goods In Transit,ZZZ,107756.97,0.00,2019-3,127,Reversed By Jnl 2019-7 Journal No. 498,107756.97,CH20,TC01,31/03/2019 16:45
00-80-8049,Accruals,XX123XX999,0.00,132074.09,2019-3,127,Reversed By Jnl 2019-7 Journal No. 498,-132074.09,CH20,TC01,31/03/2019 16:45
00-80-8029,Goods In Transit,ZZZ,132074.09,0.00,2019-3,127,Reversed By Jnl 2019-7 Journal No. 498,132074.09,CH20,TC01,31/03/2019 16:45
00-80-8037,Forex Holding Account,848,53645.65,0.00,2019-4,128,Reverses Jnl 2019-3 Journal No. 148,53645.65,ID03,CH20,01/04/2019 12:44
00-80-8034,Forex Pending,XXXX,0.00,53645.65,2019-4,128,Reverses Jnl 2019-3 Journal No. 148,-53645.65,ID03,CH20,01/04/2019 12:44
